Mod:Item:MetaData, Localized Name
hbm:nugget_cadmium, Кадмиевый самородок
hbm:nugget_bismuth, Самородок висмута
hbm:nugget_arsenic, Арсениковый самородок
hbm:nugget_zirconium, Осколок циркония
hbm:nugget_tantalium, Самородок тантала
hbm:nugget_desh, Самородок деш
hbm:nugget_osmiridium, Самородок осмиридия
hbm:nugget_schrabidium, Шрабидиевый самородок
hbm:nugget_solinium, Солиниевый самородок
hbm:nugget_euphemium, Эвфемиевый самородок
hbm:nugget_dineutronium, Динетрониевый самородок
hbm:nugget_actinium, Актиний самородок
hbm:nugget_ac227, Самородок актиния-227
hbm:nugget_cobalt, Кобальтовый самородок
hbm:nugget_co60, Самородок кобальта-60
hbm:nugget_strontium, Самородок стронция
hbm:nugget_sr90, Самородок стронция-90
hbm:nugget_pb209, Самородок свинца-209 
hbm:nugget_gh336,  Самородок Гиорзиума-336
hbm:nugget_au198, Самородок золота-198
hbm:nugget_ra226, Самородок радия-226
hbm:nugget_radspice, Жар-самородок
hbm:nugget_reiium, Реиевый самородок
hbm:nugget_weidanium, Вейданиевый самородок
hbm:nugget_australium, Австралиевый самородок
hbm:nugget_australium_lesser, Самородок низшего австралия
hbm:nugget_australium_greater, Самородок высшего австралия
hbm:nugget_verticium, Вертициевый самородок
hbm:nugget_unobtainium, Унобтаниевый самородок
hbm:nugget_unobtainium_lesser, Самородок унобтания-439
hbm:nugget_unobtainium_greater, Самородок унобтания-440
hbm:nugget_daffergon, Даффергоновый самородок
hbm:nugget_mercury, Маленькая капля ртути
hbm:bottle_mercury, Пузырёк ртути
hbm:powder_iron, Железный порошок
hbm:powder_gold, Золотой порошок
hbm:powder_diamond, Алмазный порошок
hbm:powder_emerald, Изумрудный порошок
hbm:powder_lapis, Лазуритный порошок
hbm:powder_titanium, Титановый порошок
hbm:powder_tungsten, Вольфрамовый порошок
hbm:powder_copper, Медный порошок
hbm:powder_beryllium, Бериллиевый порошок
hbm:powder_aluminium, Алюминиевый порошок
hbm:powder_lead, Свинцовый порошок
hbm:powder_advanced_alloy, Порошок продвинутого сплава
hbm:powder_combine_steel, Измельченная CMB сталь
hbm:powder_tcalloy, Порошок технециевой стали
hbm:powder_cdalloy, Порошок кадмиевой стали
hbm:powder_magnetized_tungsten, Измельченный намагниченный вольфрам
hbm:powder_chlorophyte, Хлорофитовый порошок
hbm:powder_red_copper, Красномедный порошок
hbm:powder_steel, Стальной порошок
hbm:powder_steel_tiny, Крошечная кучка стального порошка
hbm:powder_lithium, Литиевый порошок
hbm:powder_lithium_tiny, Крошечная кучка литиевого порошка
hbm:redstone_depleted, Обесцвеченная красная пыль
hbm:powder_quartz, Кварцевый порошок
hbm:powder_borax, Порошок бура
hbm:powder_dura_steel, Измельченная высокоскоростная сталь
hbm:powder_polymer, Полимерный порошок
hbm:powder_bakelite, Бакелитовый порошок
hbm:powder_lanthanium, Лантановый порошок
hbm:powder_lanthanium_tiny, Крошечная кучка лантанового порошка
hbm:powder_actinium, Актиниевый порошок
hbm:powder_actinium_tiny, Крошечная кучка актиниевого порошка
hbm:powder_boron, Борный порошок
hbm:powder_boron_tiny, Крошечная кучка борного порошка
hbm:powder_semtex_mix, Смесь семтекса
hbm:powder_desh, Порошок деш
hbm:powder_zirconium, Циркониевый порошок
hbm:powder_lignite, Порошок бурого угля
hbm:powder_asbestos, Асбестовый порошок
hbm:powder_cadmium, Кадмиевый порошок
hbm:powder_bismuth, Пыль висмута
hbm:powder_coal, Угольный порошок
hbm:powder_coal_tiny, Крошечная кучка угольного порошка
hbm:powder_yellowcake, Йеллоукейк	
hbm:powder_thorium, Ториевый порошок
hbm:powder_uranium, Урановый порошок
hbm:powder_plutonium, Плутониевый порошок
hbm:powder_neptunium, Нептуниевый порошок
hbm:powder_polonium, Порошок полония-210
hbm:powder_schrabidium, Шрабидиевый порошок
hbm:powder_schrabidate, Порошок шрабидата железа
hbm:powder_euphemium, Эвфемиевый порошок
hbm:powder_dineutronium, Динейтрониевый порошок
hbm:powder_iodine, Порошок иода
hbm:powder_iodine_tiny, Крошечная кучка йодного порошка
hbm:powder_astatine, Астатовый порошок
hbm:powder_neodymium, Неодимовый порошок
hbm:powder_neodymium_tiny, Крошечная кучка неодимового порошка
hbm:powder_caesium, Цезиевый порошок
hbm:powder_reiium, Реиевый порошок
hbm:powder_weidanium, Вейдановый порошок
hbm:powder_australium, Австралиевый порошок
hbm:powder_verticium, Вертициевый порошок
hbm:powder_unobtainium, Унобтаниевый порошок
hbm:powder_daffergon, Даффергоновый порошок
hbm:powder_strontium, Стронциевый порошок
hbm:powder_cobalt, Кобальтовый порошок
hbm:powder_cobalt_tiny, Крошечная кучка кобальтового порошка
hbm:powder_bromine, Порошок брома
hbm:powder_niobium, Ниобиевый порошок
hbm:powder_niobium_tiny, Крошечная кучка ниобиевого порошка
hbm:powder_tantalium, Порошок тантала
hbm:powder_tennessine, Теннессиновый порошок
hbm:powder_cerium, Цериевый порошок
hbm:powder_cerium_tiny, Крошечная кучка цериевого порошка
hbm:powder_ice, Крио-порошок
hbm:powder_desh_mix, Смесь деш
hbm:powder_desh_ready, ГотоваяДеш™ смесь
hbm:powder_nitan_mix, Нитановая смесь
hbm:powder_spark_mix, Спарк-смесь
hbm:powder_fire, Красный фосфор
hbm:powder_meteorite, Метеоритный порошок
hbm:powder_meteorite_tiny, Крошечная кучка метеоритного порошка
hbm:powder_tektite, Порошок тектита
hbm:powder_paleogenite_tiny, Крошечная кучка палеогенитового порошка
hbm:powder_paleogenite, Порошок палеогенита
hbm:powder_impure_osmiridium, Грязный осмиридиевый порошок
hbm:powder_osmiridium, Осмиридиевый порошок
hbm:powder_magic, Измельченное зачарование
hbm:powder_cloud, Облачный осадок
hbm:powder_balefire, Термоядерный пепел
hbm:powder_coltan_ore, Измельченный Колтан
hbm:powder_coltan, Очищенный танталит
hbm:powder_poison, Ядовитый порошок
hbm:powder_thermite, Термит
hbm:powder_power, Энерго-порошок
hbm:powder_co60, Порошок кобальта-60
hbm:powder_co60_tiny, Крошечная горстка порошка кобальта-60
hbm:powder_sr90, Порошок стронция-90 
hbm:powder_sr90_tiny, Крошечная горстка порошка стронция-90
hbm:powder_at209, Порошок астата-209
hbm:powder_at209_tiny, Крошечная кучка порошка астата-209
hbm:powder_pb209, Порошок свинца-209
hbm:powder_pb209_tiny, Крошечная кучка порошка свинца-209
hbm:powder_i131, Порошок йода-131
hbm:powder_i131_tiny, Крошечная кучка порошка иода-131
hbm:powder_cs137, Порошок цезия-137
hbm:powder_cs137_tiny, Крошечная кучка порошка цезия-137
hbm:powder_xe135, Порошок ксенона-135
hbm:powder_xe135_tiny, Крошечная кучка порошка ксенона-135
hbm:powder_au198, Порошок золота-198
hbm:powder_au198_tiny, Крошечная кучка порошка золота-198
hbm:powder_ra226, Порошок радия-226
hbm:powder_ac227, Порошок актиния-227 
hbm:powder_ac227_tiny, Крошечная кучка порошка актиния-227
hbm:powder_radspice, Жар-порошок
hbm:powder_radspice_tiny, Крошечная кучка жар-порошка
hbm:sulfur, Сера
hbm:niter, Селитра
hbm:fluorite, Флюорит
hbm:lithium, Куб лития
hbm:ingot_semtex, Семтекс
hbm:ingot_c4, Брикет взрывчатки C-4
hbm:trinitite, Тринитит
hbm:nuclear_waste_long:0, Долгоживущие ядерные отходы
hbm:nuclear_waste_long:1, Долгоживущие ядерные отходы
hbm:nuclear_waste_long:2, Долгоживущие ядерные отходы
